ancestors,groups,rating_image_url,website,email,photo_count,awards,rating,location_id,longitude,subcategory,web_url,latitude,ranking_data,see_all_photos,hours,category,num_reviews,write_review,trip_types,name,phone,description,review_rating_count,address_obj,neighborhood_info,timezone
"[{'level': 'City', 'name': 'Chiba', 'location_id': '298158'}, {'level': 'State', 'name': 'Chiba Prefecture', 'location_id': '298157'}, {'level': 'Region', 'name': 'Kanto', 'location_id': '298156'}, {'level': 'Country', 'name': 'Japan', 'location_id': '294232'}]","[{'name': 'Water & Amusement Parks', 'localized_name': 'Water & Amusement Parks', 'categories': [{'name': 'Theme Parks', 'localized_name': 'Theme Parks'}]}, {'name': 'Fun & Games', 'localized_name': 'Fun & Games', 'categories': [{'name': 'Game & Entertainment Centers', 'localized_name': 'Game & Entertainment Centers'}, {'name': 'Sports Complexes', 'localized_name': 'Sports Complexes'}]}]",https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/4.5-66827-5.svg,http://www.legendheroes.co.jp/,mkt@legend-bb.com,7,[],4.5,13861685,140.03093,"[{'name': 'fun_games', 'localized_name': 'Fun & Games'}, {'name': 'attractions', 'localized_name': 'Attractions'}, {'name': 'amusement_parks', 'localized_name': 'Water & Amusement Parks'}, {'name': 'activities', 'localized_name': 'Activities'}]",https://www.tripadvisor.com/Attraction_Review-g298158-d13861685-Reviews-Legend_Sports_Heroes_Aeon_Mall_Makuharishintoshin-Chiba_Chiba_Prefecture_Kanto.html?m=66827,35.654312,"{'geo_location_id': '298158', 'ranking_string': '#3 of 6 Water &amp; Amusement Parks in Chiba', 'geo_location_name': 'Chiba', 'ranking_out_of': '6', 'ranking': '3'}",https://www.tripadvisor.com/Attraction_Review-g298158-d13861685-m66827-Reviews-Legend_Sports_Heroes_Aeon_Mall_Makuharishintoshin-Chiba_Chiba_Prefecture_Kanto.html#photos,,"{'name': 'attraction', 'localized_name': 'Attraction'}",4,https://www.tripadvisor.com/UserReview-g298158-d13861685-Legend_Sports_Heroes_Aeon_Mall_Makuharishintoshin-Chiba_Chiba_Prefecture_Kanto.html?m=66827,"[{'name': 'business', 'localized_name': 'Business', 'value': '0'}, {'name': 'couples', 'localized_name': 'Couples', 'value': '1'}, {'name': 'solo', 'localized_name': 'Solo travel', 'value': '0'}, {'name': 'family', 'localized_name': 'Family', 'value': '2'}, {'name': 'friends', 'localized_name': 'Friends getaway', 'value': '1'}]",Legend Sports Heroes Aeon Mall Makuharishintoshin,+81 43-306-2888,"E-Sports (Electronic Sports) Theme Park, which is a ""Legend Sports Heroes"" with children, enjoying sports with your friends all together. Based on the theme of ""attraction space where everyone can play"", we use about 15 types of experiential-type amusement machines, from children to adults, such as ""shooting"" and ""table tennis"" as well as classic sports ""baseball"" and ""soccer"" receive.","{'1': '0', '2': '0', '3': '0', '4': '2', '5': '2'}","{'street1': '1-6 Toyosuna, Mihama-ku', 'street2': 'Aeon Mall Makuharishintoshin Active Mall 1F', 'city': 'Chiba', 'state': 'Chiba Prefecture', 'country': 'Japan', 'postalcode': '261-0024', 'address_string': '1-6 Toyosuna, Mihama-ku Aeon Mall Makuharishintoshin Active Mall 1F, Chiba 261-0024 Chiba Prefecture'}",[],Asia/Tokyo
"[{'level': 'Municipality', 'name': 'Taito', 'location_id': '1066461'}, {'level': 'Region', 'name': 'Tokyo', 'location_id': '298184'}, {'level': 'State', 'name': 'Tokyo Prefecture', 'location_id': '1023181'}, {'level': 'Region', 'name': 'Kanto', 'location_id': '298156'}, {'level': 'Country', 'name': 'Japan', 'location_id': '294232'}]","[{'name': 'Fun & Games', 'localized_name': 'Fun & Games', 'categories': [{'name': 'Playgrounds', 'localized_name': 'Playgrounds'}]}, {'name': 'Nature & Parks', 'localized_name': 'Nature & Parks', 'categories': [{'name': 'Playgrounds', 'localized_name': 'Playgrounds'}, {'name': 'Parks', 'localized_name': 'Parks'}]}]",https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/3.0-66827-5.svg,,,9,[],3.0,13152758,139.78923,"[{'name': 'fun_games', 'localized_name': 'Fun & Games'}, {'name': 'nature_parks', 'localized_name': 'Nature & Parks'}, {'name': 'attractions', 'localized_name': 'Attractions'}, {'name': 'activities', 'localized_name': 'Activities'}]",https://www.tripadvisor.com/Attraction_Review-g1066461-d13152758-Reviews-Seika_Park-Taito_Tokyo_Tokyo_Prefecture_Kanto.html?m=66827,35.703724,"{'geo_location_id': '1066461', 'ranking_string': '#241 of 595 things to do in Taito', 'geo_location_name': 'Taito', 'ranking_out_of': '595', 'ranking': '241'}",https://www.tripadvisor.com/Attraction_Review-g1066461-d13152758-m66827-Reviews-Seika_Park-Taito_Tokyo_Tokyo_Prefecture_Kanto.html#photos,,"{'name': 'attraction', 'localized_name': 'Attraction'}",6,https://www.tripadvisor.com/UserReview-g1066461-d13152758-Seika_Park-Taito_Tokyo_Tokyo_Prefecture_Kanto.html?m=66827,"[{'name': 'business', 'localized_name': 'Business', 'value': '0'}, {'name': 'couples', 'localized_name': 'Couples', 'value': '0'}, {'name': 'solo', 'localized_name': 'Solo travel', 'value': '5'}, {'name': 'family', 'localized_name': 'Family', 'value': '1'}, {'name': 'friends', 'localized_name': 'Friends getaway', 'value': '0'}]",Seika Park,,,"{'1': '0', '2': '1', '3': '3', '4': '2', '5': '0'}","{'street1': '4-15-9 Kuramae', 'city': 'Taito', 'state': 'Tokyo Prefecture', 'country': 'Japan', 'postalcode': '111-0051', 'address_string': '4-15-9 Kuramae, Taito 111-0051 Tokyo Prefecture'}","[{'location_id': '7277907', 'name': 'Ueno, Asakusa'}]",Asia/Tokyo
"[{'level': 'Municipality', 'name': 'Ota', 'location_id': '1066454'}, {'level': 'Region', 'name': 'Tokyo', 'location_id': '298184'}, {'level': 'State', 'name': 'Tokyo Prefecture', 'location_id': '1023181'}, {'level': 'Region', 'name': 'Kanto', 'location_id': '298156'}, {'level': 'Country', 'name': 'Japan', 'location_id': '294232'}]","[{'name': 'Shopping', 'localized_name': 'Shopping', 'categories': [{'name': 'Gift & Specialty Shops', 'localized_name': 'Gift & Specialty Shops'}]}]",https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/3.5-66827-5.svg,https://www.tokyo-airport-bldg.co.jp/shops_and_restaurants/store/340/,,12,[],3.5,12817437,139.78738,"[{'name': 'shopping', 'localized_name': 'Shopping'}]",https://www.tripadvisor.com/Attraction_Review-g1066454-d12817437-Reviews-Smile_Tokyo-Ota_Tokyo_Tokyo_Prefecture_Kanto.html?m=66827,35.5522,"{'geo_location_id': '1066454', 'ranking_string': '#8 of 31 Shopping in Ota', 'geo_location_name': 'Ota', 'ranking_out_of': '31', 'ranking': '8'}",https://www.tripadvisor.com/Attraction_Review-g1066454-d12817437-m66827-Reviews-Smile_Tokyo-Ota_Tokyo_Tokyo_Prefecture_Kanto.html#photos,"{'periods': [{'open': {'day': 1, 'time': '0545'}, 'close': {'day': 1, 'time': '2030'}}, {'open': {'day': 2, 'time': '0545'}, 'close': {'day': 2, 'time': '2030'}}, {'open': {'day': 3, 'time': '0545'}, 'close': {'day': 3, 'time': '2030'}}, {'open': {'day': 4, 'time': '0545'}, 'close': {'day': 4, 'time': '2030'}}, {'open': {'day': 5, 'time': '0545'}, 'close': {'day': 5, 'time': '2030'}}, {'open': {'day': 6, 'time': '0545'}, 'close': {'day': 6, 'time': '2030'}}, {'open': {'day': 7, 'time': '0545'}, 'close': {'day': 7, 'time': '2030'}}], 'weekday_text': ['Monday: 05:45 - 20:30', 'Tuesday: 05:45 - 20:30', 'Wednesday: 05:45 - 20:30', 'Thursday: 05:45 - 20:30', 'Friday: 05:45 - 20:30', 'Saturday: 05:45 - 20:30', 'Sunday: 05:45 - 20:30']}","{'name': 'attraction', 'localized_name': 'Attraction'}",13,https://www.tripadvisor.com/UserReview-g1066454-d12817437-Smile_Tokyo-Ota_Tokyo_Tokyo_Prefecture_Kanto.html?m=66827,"[{'name': 'business', 'localized_name': 'Business', 'value': '0'}, {'name': 'couples', 'localized_name': 'Couples', 'value': '1'}, {'name': 'solo', 'localized_name': 'Solo travel', 'value': '8'}, {'name': 'family', 'localized_name': 'Family', 'value': '1'}, {'name': 'friends', 'localized_name': 'Friends getaway', 'value': '0'}]",Smile Tokyo,+81 3-6428-8725,,"{'1': '0', '2': '1', '3': '5', '4': '6', '5': '1'}","{'street1': '3-4-2 Hanedakuko', 'street2': 'Haneda Airport Terminal 2', 'city': 'Ota', 'state': 'Tokyo Prefecture', 'country': 'Japan', 'postalcode': '144-0041', 'address_string': '3-4-2 Hanedakuko Haneda Airport Terminal 2, Ota 144-0041 Tokyo Prefecture'}","[{'location_id': '7278774', 'name': 'Haneda / Kamata'}]",Asia/Tokyo
"[{'level': 'City', 'name': 'Edogawa', 'location_id': '1066445'}, {'level': 'Region', 'name': 'Tokyo', 'location_id': '298184'}, {'level': 'State', 'name': 'Tokyo Prefecture', 'location_id': '1023181'}, {'level': 'Region', 'name': 'Kanto', 'location_id': '298156'}, {'level': 'Country', 'name': 'Japan', 'location_id': '294232'}]","[{'name': 'Sights & Landmarks', 'localized_name': 'Sights & Landmarks', 'categories': [{'name': 'Sacred & Religious Sites', 'localized_name': 'Sacred & Religious Sites'}]}]",https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/3.0-66827-5.svg,https://www.city.edogawa.tokyo.jp/documents/9202/2-09.pdf,,8,[],3.0,23020527,139.88326,"[{'name': 'landmarks', 'localized_name': 'Sights & Landmarks'}, {'name': 'attractions', 'localized_name': 'Attractions'}]",https://www.tripadvisor.com/Attraction_Review-g1066445-d23020527-Reviews-Ichinoe_Tenso_Shrine-Edogawa_Tokyo_Tokyo_Prefecture_Kanto.html?m=66827,35.701763,"{'geo_location_id': '1066445', 'ranking_string': '#93 of 219 things to do in Edogawa', 'geo_location_name': 'Edogawa', 'ranking_out_of': '219', 'ranking': '93'}",https://www.tripadvisor.com/Attraction_Review-g1066445-d23020527-m66827-Reviews-Ichinoe_Tenso_Shrine-Edogawa_Tokyo_Tokyo_Prefecture_Kanto.html#photos,,"{'name': 'attraction', 'localized_name': 'Attraction'}",1,https://www.tripadvisor.com/UserReview-g1066445-d23020527-Ichinoe_Tenso_Shrine-Edogawa_Tokyo_Tokyo_Prefecture_Kanto.html?m=66827,"[{'name': 'business', 'localized_name': 'Business', 'value': '0'}, {'name': 'couples', 'localized_name': 'Couples', 'value': '0'}, {'name': 'solo', 'localized_name': 'Solo travel', 'value': '1'}, {'name': 'family', 'localized_name': 'Family', 'value': '0'}, {'name': 'friends', 'localized_name': 'Friends getaway', 'value': '0'}]",Ichinoe Tenso Shrine,,,"{'1': '0', '2': '0', '3': '1', '4': '0', '5': '0'}","{'street1': '1-9-5 Ichinoe', 'city': 'Edogawa', 'state': 'Tokyo Prefecture', 'country': 'Japan', 'postalcode': '132-0024', 'address_string': '1-9-5 Ichinoe, Edogawa 132-0024 Tokyo Prefecture'}",[],Asia/Tokyo
"[{'level': 'Municipality', 'name': 'Ota', 'location_id': '1066454'}, {'level': 'Region', 'name': 'Tokyo', 'location_id': '298184'}, {'level': 'State', 'name': 'Tokyo Prefecture', 'location_id': '1023181'}, {'level': 'Region', 'name': 'Kanto', 'location_id': '298156'}, {'level': 'Country', 'name': 'Japan', 'location_id': '294232'}]","[{'name': 'Sights & Landmarks', 'localized_name': 'Sights & Landmarks', 'categories': [{'name': 'Observation Decks & Towers', 'localized_name': 'Observation Decks & Towers'}]}]",https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/4.5-66827-5.svg,http://www.tokyo-airport-bldg.co.jp/service_facilities/view_deck/,,1054,[],4.5,3154165,139.78868,"[{'name': 'landmarks', 'localized_name': 'Sights & Landmarks'}, {'name': 'attractions', 'localized_name': 'Attractions'}]",https://www.tripadvisor.com/Attraction_Review-g1066454-d3154165-Reviews-Tokyo_International_Airport_Haneda_Terminal_No2_Observation_Deck-Ota_Tokyo_Tokyo.html?m=66827,35.551296,"{'geo_location_id': '1066454', 'ranking_string': '#1 of 253 things to do in Ota', 'geo_location_name': 'Ota', 'ranking_out_of': '253', 'ranking': '1'}",https://www.tripadvisor.com/Attraction_Review-g1066454-d3154165-m66827-Reviews-Tokyo_International_Airport_Haneda_Terminal_No2_Observation_Deck-Ota_Tokyo_Tokyo.html#photos,"{'periods': [{'open': {'day': 1, 'time': '0630'}, 'close': {'day': 1, 'time': '2200'}}, {'open': {'day': 2, 'time': '0630'}, 'close': {'day': 2, 'time': '2200'}}, {'open': {'day': 3, 'time': '0630'}, 'close': {'day': 3, 'time': '2200'}}, {'open': {'day': 4, 'time': '0630'}, 'close': {'day': 4, 'time': '2200'}}, {'open': {'day': 5, 'time': '0630'}, 'close': {'day': 5, 'time': '2200'}}, {'open': {'day': 6, 'time': '0630'}, 'close': {'day': 6, 'time': '2200'}}, {'open': {'day': 7, 'time': '0630'}, 'close': {'day': 7, 'time': '2200'}}], 'weekday_text': ['Monday: 06:30 - 22:00', 'Tuesday: 06:30 - 22:00', 'Wednesday: 06:30 - 22:00', 'Thursday: 06:30 - 22:00', 'Friday: 06:30 - 22:00', 'Saturday: 06:30 - 22:00', 'Sunday: 06:30 - 22:00']}","{'name': 'attraction', 'localized_name': 'Attraction'}",1345,https://www.tripadvisor.com/UserReview-g1066454-d3154165-Tokyo_International_Airport_Haneda_Terminal_No2_Observation_Deck-Ota_Tokyo_Tokyo_Prefecture_Kan.html?m=66827,"[{'name': 'business', 'localized_name': 'Business', 'value': '104'}, {'name': 'couples', 'localized_name': 'Couples', 'value': '198'}, {'name': 'solo', 'localized_name': 'Solo travel', 'value': '501'}, {'name': 'family', 'localized_name': 'Family', 'value': '245'}, {'name': 'friends', 'localized_name': 'Friends getaway', 'value': '135'}]",Tokyo International Airport (Haneda) Terminal No2 Observation Deck,,,"{'1': '4', '2': '8', '3': '138', '4': '590', '5': '605'}","{'street2': 'Haneda, Tokyo International Airport, Terminal No2 5F', 'city': 'Ota', 'state': 'Tokyo Prefecture', 'country': 'Japan', 'postalcode': '144-0041', 'address_string': 'Haneda, Tokyo International Airport, Terminal No2 5F, Ota 144-0041 Tokyo Prefecture'}","[{'location_id': '7278774', 'name': 'Haneda / Kamata'}]",Asia/Tokyo
"[{'level': 'Municipality', 'name': 'Kawasaki', 'location_id': '298172'}, {'level': 'State', 'name': 'Kanagawa Prefecture', 'location_id': '298168'}, {'level': 'Region', 'name': 'Kanto', 'location_id': '298156'}, {'level': 'Country', 'name': 'Japan', 'location_id': '294232'}]","[{'name': 'Sights & Landmarks', 'localized_name': 'Sights & Landmarks', 'categories': [{'name': 'Points of Interest & Landmarks', 'localized_name': 'Points of Interest & Landmarks'}]}]",https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/3.0-66827-5.svg,http://www.city.kawasaki.jp/530/page/0000018496.html,,6,[],3.0,15272306,139.73761,"[{'name': 'landmarks', 'localized_name': 'Sights & Landmarks'}, {'name': 'attractions', 'localized_name': 'Attractions'}]",https://www.tripadvisor.com/Attraction_Review-g298172-d15272306-Reviews-Kawasaki_River_Port_Gate-Kawasaki_Kanagawa_Prefecture_Kanto.html?m=66827,35.540817,"{'geo_location_id': '298172', 'ranking_string': '#151 of 283 things to do in Kawasaki', 'geo_location_name': 'Kawasaki', 'ranking_out_of': '283', 'ranking': '151'}",https://www.tripadvisor.com/Attraction_Review-g298172-d15272306-m66827-Reviews-Kawasaki_River_Port_Gate-Kawasaki_Kanagawa_Prefecture_Kanto.html#photos,,"{'name': 'attraction', 'localized_name': 'Attraction'}",6,https://www.tripadvisor.com/UserReview-g298172-d15272306-Kawasaki_River_Port_Gate-Kawasaki_Kanagawa_Prefecture_Kanto.html?m=66827,"[{'name': 'business', 'localized_name': 'Business', 'value': '0'}, {'name': 'couples', 'localized_name': 'Couples', 'value': '1'}, {'name': 'solo', 'localized_name': 'Solo travel', 'value': '4'}, {'name': 'family', 'localized_name': 'Family', 'value': '0'}, {'name': 'friends', 'localized_name': 'Friends getaway', 'value': '0'}]",Kawasaki River Port Gate,+81 44-200-2903,,"{'1': '0', '2': '0', '3': '5', '4': '1', '5': '0'}","{'street1': '66 Minatocho, Kawasaki-Ku', 'city': 'Kawasaki', 'state': 'Kanagawa Prefecture', 'country': 'Japan', 'postalcode': '210-0807', 'address_string': '66 Minatocho, Kawasaki-Ku, Kawasaki 210-0807 Kanagawa Prefecture'}",[],Asia/Tokyo
"[{'level': 'Municipality', 'name': 'Taito', 'location_id': '1066461'}, {'level': 'Region', 'name': 'Tokyo', 'location_id': '298184'}, {'level': 'State', 'name': 'Tokyo Prefecture', 'location_id': '1023181'}, {'level': 'Region', 'name': 'Kanto', 'location_id': '298156'}, {'level': 'Country', 'name': 'Japan', 'location_id': '294232'}]","[{'name': 'Museums', 'localized_name': 'Museums', 'categories': [{'name': 'Science Museums', 'localized_name': 'Science Museums'}]}, {'name': 'Traveler Resources', 'localized_name': 'Traveler Resources', 'categories': [{'name': 'Libraries', 'localized_name': 'Libraries'}]}]",https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/3.0-66827-5.svg,https://www.city.taito.lg.jp/index/kurashi/kankyo/himawari/,,5,[],3.0,13154273,139.78967,"[{'name': 'traveler_resources', 'localized_name': 'Traveler Resources'}, {'name': 'museums', 'localized_name': 'Museums'}, {'name': 'attractions', 'localized_name': 'Attractions'}]",https://www.tripadvisor.com/Attraction_Review-g1066461-d13154273-Reviews-Kankyo_Fureaikan_Himawari-Taito_Tokyo_Tokyo_Prefecture_Kanto.html?m=66827,35.70381,"{'geo_location_id': '1066461', 'ranking_string': '#442 of 595 things to do in Taito', 'geo_location_name': 'Taito', 'ranking_out_of': '595', 'ranking': '442'}",https://www.tripadvisor.com/Attraction_Review-g1066461-d13154273-m66827-Reviews-Kankyo_Fureaikan_Himawari-Taito_Tokyo_Tokyo_Prefecture_Kanto.html#photos,,"{'name': 'attraction', 'localized_name': 'Attraction'}",2,https://www.tripadvisor.com/UserReview-g1066461-d13154273-Kankyo_Fureaikan_Himawari-Taito_Tokyo_Tokyo_Prefecture_Kanto.html?m=66827,"[{'name': 'business', 'localized_name': 'Business', 'value': '0'}, {'name': 'couples', 'localized_name': 'Couples', 'value': '0'}, {'name': 'solo', 'localized_name': 'Solo travel', 'value': '2'}, {'name': 'family', 'localized_name': 'Family', 'value': '0'}, {'name': 'friends', 'localized_name': 'Friends getaway', 'value': '0'}]",Kankyo Fureaikan Himawari,+81 3-3866-8098,,"{'1': '0', '2': '0', '3': '2', '4': '0', '5': '0'}","{'street1': '4-14-6 Kuramae', 'city': 'Taito', 'state': 'Tokyo Prefecture', 'country': 'Japan', 'postalcode': '111-0051', 'address_string': '4-14-6 Kuramae, Taito 111-0051 Tokyo Prefecture'}","[{'location_id': '7277907', 'name': 'Ueno, Asakusa'}]",Asia/Tokyo
"[{'level': 'City', 'name': 'Edogawa', 'location_id': '1066445'}, {'level': 'Region', 'name': 'Tokyo', 'location_id': '298184'}, {'level': 'State', 'name': 'Tokyo Prefecture', 'location_id': '1023181'}, {'level': 'Region', 'name': 'Kanto', 'location_id': '298156'}, {'level': 'Country', 'name': 'Japan', 'location_id': '294232'}]","[{'name': 'Sights & Landmarks', 'localized_name': 'Sights & Landmarks', 'categories': [{'name': 'Sacred & Religious Sites', 'localized_name': 'Sacred & Religious Sites'}]}]",https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/2.0-66827-5.svg,,,5,[],2.0,23020652,139.88269,"[{'name': 'landmarks', 'localized_name': 'Sights & Landmarks'}, {'name': 'attractions', 'localized_name': 'Attractions'}]",https://www.tripadvisor.com/Attraction_Review-g1066445-d23020652-Reviews-Hie_Shrine-Edogawa_Tokyo_Tokyo_Prefecture_Kanto.html?m=66827,35.70181,"{'geo_location_id': '1066445', 'ranking_string': '#199 of 219 things to do in Edogawa', 'geo_location_name': 'Edogawa', 'ranking_out_of': '219', 'ranking': '199'}",https://www.tripadvisor.com/Attraction_Review-g1066445-d23020652-m66827-Reviews-Hie_Shrine-Edogawa_Tokyo_Tokyo_Prefecture_Kanto.html#photos,,"{'name': 'attraction', 'localized_name': 'Attraction'}",1,https://www.tripadvisor.com/UserReview-g1066445-d23020652-Hie_Shrine-Edogawa_Tokyo_Tokyo_Prefecture_Kanto.html?m=66827,"[{'name': 'business', 'localized_name': 'Business', 'value': '0'}, {'name': 'couples', 'localized_name': 'Couples', 'value': '0'}, {'name': 'solo', 'localized_name': 'Solo travel', 'value': '1'}, {'name': 'family', 'localized_name': 'Family', 'value': '0'}, {'name': 'friends', 'localized_name': 'Friends getaway', 'value': '0'}]",Hie Shrine,,,"{'1': '0', '2': '1', '3': '0', '4': '0', '5': '0'}","{'street1': '1-7-20 Ichinoe', 'city': 'Edogawa', 'state': 'Tokyo Prefecture', 'country': 'Japan', 'postalcode': '132-0024', 'address_string': '1-7-20 Ichinoe, Edogawa 132-0024 Tokyo Prefecture'}",[],Asia/Tokyo
"[{'level': 'Municipality', 'name': 'Ota', 'location_id': '1066454'}, {'level': 'Region', 'name': 'Tokyo', 'location_id': '298184'}, {'level': 'State', 'name': 'Tokyo Prefecture', 'location_id': '1023181'}, {'level': 'Region', 'name': 'Kanto', 'location_id': '298156'}, {'level': 'Country', 'name': 'Japan', 'location_id': '294232'}]","[{'name': 'Fun & Games', 'localized_name': 'Fun & Games', 'categories': [{'name': 'Playgrounds', 'localized_name': 'Playgrounds'}]}, {'name': 'Nature & Parks', 'localized_name': 'Nature & Parks', 'categories': [{'name': 'Playgrounds', 'localized_name': 'Playgrounds'}, {'name': 'Parks', 'localized_name': 'Parks'}]}]",https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/3.5-66827-5.svg,,,25,[],3.5,10223640,139.73636,"[{'name': 'fun_games', 'localized_name': 'Fun & Games'}, {'name': 'nature_parks', 'localized_name': 'Nature & Parks'}, {'name': 'attractions', 'localized_name': 'Attractions'}, {'name': 'activities', 'localized_name': 'Activities'}]",https://www.tripadvisor.com/Attraction_Review-g1066454-d10223640-Reviews-Haginaka_Park-Ota_Tokyo_Tokyo_Prefecture_Kanto.html?m=66827,35.55004,"{'geo_location_id': '1066454', 'ranking_string': '#40 of 253 things to do in Ota', 'geo_location_name': 'Ota', 'ranking_out_of': '253', 'ranking': '40'}",https://www.tripadvisor.com/Attraction_Review-g1066454-d10223640-m66827-Reviews-Haginaka_Park-Ota_Tokyo_Tokyo_Prefecture_Kanto.html#photos,,"{'name': 'attraction', 'localized_name': 'Attraction'}",28,https://www.tripadvisor.com/UserReview-g1066454-d10223640-Haginaka_Park-Ota_Tokyo_Tokyo_Prefecture_Kanto.html?m=66827,"[{'name': 'business', 'localized_name': 'Business', 'value': '1'}, {'name': 'couples', 'localized_name': 'Couples', 'value': '1'}, {'name': 'solo', 'localized_name': 'Solo travel', 'value': '14'}, {'name': 'family', 'localized_name': 'Family', 'value': '7'}, {'name': 'friends', 'localized_name': 'Friends getaway', 'value': '2'}]",Haginaka Park,+81 3-3741-1946,"At the Children's Transportation Park, you can practice bicycles in a signal course, and are inflected with infants and elementary school students. Steam locomotives, electric cars, trucks, boats, etc. are placed in the Galacta Park, and many children are always playing at the central jumbo slide. Many trees, such as cherry trees, ume and zelkova, are planted around Tsuyama Plaza, making it a place for relaxation. As exercise facilities there are Hagiaka Park Pool, Hagiaka Park Park Boys' Baseball Field and Baseball Stadium (charged). There is an indoor pool in the Hagiaka Park pool and it is available throughout the year. Adjacent to Hagiaka Park, there is the Hagiaka meeting place of meeting facilities used by many people from children to elderly people. The loaning time of the play equipment of the child transportation park is from 9 am to 4 pm. The use time of the Galacta Park is from 9 am to 5 pm.","{'1': '1', '2': '0', '3': '12', '4': '12', '5': '3'}","{'street1': '3-26-46 Haginaka', 'city': 'Ota', 'state': 'Tokyo Prefecture', 'country': 'Japan', 'postalcode': '144-0047', 'address_string': '3-26-46 Haginaka, Ota 144-0047 Tokyo Prefecture'}","[{'location_id': '7278774', 'name': 'Haneda / Kamata'}]",Asia/Tokyo
"[{'level': 'Municipality', 'name': 'Shinagawa', 'location_id': '1066854'}, {'level': 'Region', 'name': 'Tokyo', 'location_id': '298184'}, {'level': 'State', 'name': 'Tokyo Prefecture', 'location_id': '1023181'}, {'level': 'Region', 'name': 'Kanto', 'location_id': '298156'}, {'level': 'Country', 'name': 'Japan', 'location_id': '294232'}]","[{'name': 'Sights & Landmarks', 'localized_name': 'Sights & Landmarks', 'categories': [{'name': 'Bridges', 'localized_name': 'Bridges'}, {'name': 'Points of Interest & Landmarks', 'localized_name': 'Points of Interest & Landmarks'}]}]",https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/4.0-66827-5.svg,,,2,[],4.0,16855421,139.73961,"[{'name': 'landmarks', 'localized_name': 'Sights & Landmarks'}, {'name': 'attractions', 'localized_name': 'Attractions'}]",https://www.tripadvisor.com/Attraction_Review-g1066854-d16855421-Reviews-Hamakawa_Bridge-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html?m=66827,35.597248,"{'geo_location_id': '1066854', 'ranking_string': '#112 of 226 things to do in Shinagawa', 'geo_location_name': 'Shinagawa', 'ranking_out_of': '226', 'ranking': '112'}",https://www.tripadvisor.com/Attraction_Review-g1066854-d16855421-m66827-Reviews-Hamakawa_Bridge-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html#photos,,"{'name': 'attraction', 'localized_name': 'Attraction'}",2,https://www.tripadvisor.com/UserReview-g1066854-d16855421-Hamakawa_Bridge-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html?m=66827,"[{'name': 'business', 'localized_name': 'Business', 'value': '0'}, {'name': 'couples', 'localized_name': 'Couples', 'value': '0'}, {'name': 'solo', 'localized_name': 'Solo travel', 'value': '1'}, {'name': 'family', 'localized_name': 'Family', 'value': '0'}, {'name': 'friends', 'localized_name': 'Friends getaway', 'value': '0'}]",Hamakawa Bridge,,,"{'1': '0', '2': '0', '3': '1', '4': '0', '5': '1'}","{'street1': '2-27 Minamioi', 'city': 'Shinagawa', 'state': 'Tokyo Prefecture', 'country': 'Japan', 'postalcode': '140-0013', 'address_string': '2-27 Minamioi, Shinagawa 140-0013 Tokyo Prefecture'}","[{'location_id': '7278774', 'name': 'Haneda / Kamata'}]",Asia/Tokyo
